university	name
성균관대학교	의예
성균관대학교	사범대학
성균관대학교	스포츠과학
성균관대학교	영상학
성균관대학교	연기
성균관대학교	연출
성균관대학교	무용학
성균관대학교	인문계
성균관대학교	자연계
