university,name,year
성균관대학교,"학생부종합전형 (계열모집, 학과모집)",2021
성균관대학교,학생부종합전형 (고른기회),2021
성균관대학교,논술전형,2021
성균관대학교,실기전형,2021
성균관대학교,학생부종합전형 (정원외),2021
