university,name
서울대학교,인문대학
서울대학교,사회과학대학
서울대학교,자연과학대학
서울대학교,간호대학
서울대학교,경영대학
서울대학교,공과대학
서울대학교,농업생명과학대학
서울대학교,미술대학
서울대학교,사범대학
서울대학교,생활과학대학
서울대학교,수의과대학
서울대학교,약학대학
서울대학교,음악대학
서울대학교,의과대학
서울대학교,자유전공학부
서울대학교,치의학대학
